lincs_id	chembl_id
BRD-K02404261	CHEMBL1135481
BRD-K02404261	CHEMBL627346
BRD-K02407574	CHEMBL528271
BRD-K02407574	CHEMBL976520
BRD-K02420864	CHEMBL2130557
BRD-K02421873	CHEMBL1610068
BRD-K02421873	CHEMBL2771378
BRD-K02437976	CHEMBL1726934
BRD-K02437976	CHEMBL2828050
BRD-K02448874	CHEMBL3559959
BRD-K02458594	CHEMBL1727551
BRD-K02458594	CHEMBL2823025
BRD-K02490064	CHEMBL2357432
BRD-K02526760	CHEMBL259181
BRD-K02526760	CHEMBL918546
BRD-K02558072	CHEMBL1474782
BRD-K02562327	CHEMBL2133926
BRD-K02571615	CHEMBL3183549
BRD-K02571615	CHEMBL4022869
BRD-K02581961	CHEMBL2362381
BRD-K02581961	CHEMBL3738491
BRD-K02590140	CHEMBL1331045
BRD-K02590140	CHEMBL1806051
BRD-K02590376	CHEMBL3182585
BRD-K02590376	CHEMBL4021905
BRD-K02598395	CHEMBL1900189
BRD-K02598395	CHEMBL3025062
BRD-K02603382	CHEMBL364698
BRD-K02637541	CHEMBL118
BRD-K02637541	CHEMBL629108
BRD-K02641134	CHEMBL1718927
BRD-K02641134	CHEMBL2830742
BRD-K02646507	CHEMBL1898650
BRD-K02646507	CHEMBL3027045
BRD-K02680176	CHEMBL1144945
BRD-K02680176	CHEMBL3885941
BRD-K02680176	CHEMBL621426
BRD-K02680176	CHEMBL9484
BRD-K02701279	CHEMBL3185347
BRD-K02701279	CHEMBL4024667
BRD-K02707544	CHEMBL2139367
BRD-K02715688	CHEMBL1256919
BRD-K02715688	CHEMBL1662496
BRD-K02717912	CHEMBL2362116
BRD-K02717912	CHEMBL3736882
BRD-K02764365	CHEMBL1354363
BRD-K02806746	CHEMBL2144310
BRD-K02867583	CHEMBL278819
BRD-K02867583	CHEMBL647134
BRD-K02882069	CHEMBL2131671
BRD-K02920722	CHEMBL1703737
BRD-K02920722	CHEMBL2788695
BRD-K02950022	CHEMBL247471
BRD-K02953697	CHEMBL451532
BRD-K02953697	CHEMBL893703
BRD-K02960110	CHEMBL1877020
BRD-K02960110	CHEMBL3010318
BRD-K02965346	CHEMBL261641
BRD-K02965346	CHEMBL919932
BRD-K02986291	CHEMBL1476406
BRD-K02986291	CHEMBL3060895
BRD-K02992638	CHEMBL141
BRD-K02992638	CHEMBL645251
BRD-K03006541	CHEMBL2360276
BRD-K03006541	CHEMBL3734600
BRD-K03012696	CHEMBL1417821
BRD-K03012696	CHEMBL2092248
BRD-K03063480	CHEMBL3990456
BRD-K03067624	CHEMBL3124880
BRD-K03067624	CHEMBL50588
BRD-K03067624	CHEMBL687991
BRD-K03109492	CHEMBL337173
BRD-K03109492	CHEMBL820742
BRD-K03155021	CHEMBL2140841
BRD-K03243820	CHEMBL1129
BRD-K03243820	CHEMBL778374
BRD-K03301842	CHEMBL2356014
BRD-K03313681	CHEMBL2144306
BRD-K03319035	CHEMBL1201257
BRD-K03319035	CHEMBL1273129
BRD-K03358980	CHEMBL2137336
BRD-K03371390	CHEMBL1885633
BRD-K03371390	CHEMBL2999872
BRD-K03384561	CHEMBL1123518
BRD-K03384561	CHEMBL11672
BRD-K03384561	CHEMBL624368
BRD-K03406345	CHEMBL1489
BRD-K03439359	CHEMBL1371427
BRD-K03439359	CHEMBL1937071
BRD-K03440695	CHEMBL388342
BRD-K03440695	CHEMBL864848
BRD-K03449891	CHEMBL1230609
BRD-K03449891	CHEMBL1637735
BRD-K03552198	CHEMBL1566001
BRD-K03552198	CHEMBL2447012
BRD-K03557653	CHEMBL1606022
BRD-K03557653	CHEMBL2779762
BRD-K03568070	CHEMBL25719
BRD-K03568070	CHEMBL646474
BRD-K03568209	CHEMBL1450770
BRD-K03568209	CHEMBL2187102
BRD-K03568952	CHEMBL2360806
BRD-K03568952	CHEMBL3738558
BRD-K03600170	CHEMBL1454951
BRD-K03600170	CHEMBL2184143
BRD-K03600606	CHEMBL3039376
BRD-K03608142	CHEMBL3561211
BRD-K03618428	CHEMBL1242477
BRD-K03618428	CHEMBL1656710
BRD-K03642198	CHEMBL1513392
BRD-K03642198	CHEMBL2318805
BRD-K03644760	CHEMBL1901895
BRD-K03644760	CHEMBL3025988
BRD-K03670461	CHEMBL310798
BRD-K03670461	CHEMBL729873
BRD-K03704870	CHEMBL1373057
BRD-K03704870	CHEMBL1944335
BRD-K03816923	CHEMBL1155411
BRD-K03816923	CHEMBL34241
BRD-K03816923	CHEMBL613457
BRD-K03816923	CHEMBL660326
BRD-K03829970	CHEMBL1705313
BRD-K03829970	CHEMBL2791570
BRD-K03842655	CHEMBL2374089
BRD-K03842655	CHEMBL3757197
BRD-K03857568	CHEMBL1531686
BRD-K03937518	CHEMBL2135582
BRD-K03954795	CHEMBL1324345
BRD-K03954795	CHEMBL1781192
BRD-K03969729	CHEMBL3561252
BRD-K03981224	CHEMBL241694
BRD-K04010869	CHEMBL1084644
BRD-K04010869	CHEMBL1109120
BRD-K04046242	CHEMBL323533
BRD-K04046242	CHEMBL768905
BRD-K04111260	CHEMBL1134207
BRD-K04111260	CHEMBL620968
BRD-K04111260	CHEMBL8809
BRD-K04123911	CHEMBL3183665
BRD-K04123911	CHEMBL4022985
BRD-K04136539	CHEMBL1727326
BRD-K04136539	CHEMBL2826705
BRD-K04146668	CHEMBL1516890
BRD-K04146668	CHEMBL2330220
BRD-K04156788	CHEMBL1708490
BRD-K04156788	CHEMBL2790382
BRD-K04170657	CHEMBL176570
BRD-K04185004	CHEMBL1200
BRD-K04185004	CHEMBL814729
BRD-K04188046	CHEMBL349641
BRD-K04196797	CHEMBL1068
BRD-K04196797	CHEMBL744610
BRD-K04210847	CHEMBL1146782
BRD-K04210847	CHEMBL489
BRD-K04210847	CHEMBL623345
BRD-K04218075	CHEMBL3596173
BRD-K04218075	CHEMBL704696
BRD-K04218075	CHEMBL954
BRD-K04279026	CHEMBL1092463
BRD-K04279026	CHEMBL1111196
BRD-K04363266	CHEMBL1429068
BRD-K04363266	CHEMBL2154136
BRD-K04368295	CHEMBL363614
BRD-K04368295	CHEMBL885046
BRD-K04389336	CHEMBL1138337
BRD-K04389336	CHEMBL27193
BRD-K04389336	CHEMBL650175
BRD-K04412738	CHEMBL1066
BRD-K04412738	CHEMBL748804
BRD-K04414442	CHEMBL10284
BRD-K04414442	CHEMBL1121630
BRD-K04414442	CHEMBL622757
BRD-K04430056	CHEMBL247378
BRD-K04431258	CHEMBL380174
BRD-K04466929	CHEMBL235842
BRD-K04516579	CHEMBL1531985
BRD-K04516579	CHEMBL2379764
BRD-K04521490	CHEMBL2354888
BRD-K04533640	CHEMBL2359901
BRD-K04533640	CHEMBL3734196
BRD-K04546108	CHEMBL323994
BRD-K04546108	CHEMBL784077
BRD-K04548931	CHEMBL1127274
BRD-K04548931	CHEMBL3308635
BRD-K04548931	CHEMBL417
BRD-K04548931	CHEMBL616059
BRD-K04588345	CHEMBL2356228
BRD-K04613932	CHEMBL2358960
BRD-K04613932	CHEMBL3707493
BRD-K04623885	CHEMBL1149280
BRD-K04623885	CHEMBL27323
BRD-K04623885	CHEMBL645410
BRD-K04648846	CHEMBL2138996
BRD-K04650027	CHEMBL2356872
BRD-K04676863	CHEMBL1697915
BRD-K04676863	CHEMBL2902316
BRD-K04701986	CHEMBL740974
BRD-K04701986	CHEMBL83092
BRD-K04704168	CHEMBL1407943
BRD-K04704168	CHEMBL2065391
BRD-K04710043	CHEMBL291481
BRD-K04710043	CHEMBL3585245
BRD-K04710043	CHEMBL700698
BRD-K04722205	CHEMBL226115
BRD-K04776289	CHEMBL2357643
BRD-K04776289	CHEMBL3707897
BRD-K04779531	CHEMBL1408427
BRD-K04779531	CHEMBL2066849
BRD-K04804440	CHEMBL1126402
BRD-K04804440	CHEMBL1958
BRD-K04804440	CHEMBL3307447
BRD-K04804440	CHEMBL615103
BRD-K04804440	CHEMBL8
BRD-K04809113	CHEMBL1950045
BRD-K04809113	CHEMBL3097853
BRD-K04833372	CHEMBL466397
BRD-K04833372	CHEMBL922243
BRD-K04853698	CHEMBL513147
BRD-K04853698	CHEMBL983699
BRD-K04856990	CHEMBL3560685
BRD-K04877770	CHEMBL755302
BRD-K04877770	CHEMBL91722
BRD-K04887706	CHEMBL258844
BRD-K04887706	CHEMBL916186
BRD-K04930762	CHEMBL1939094
BRD-K04976539	CHEMBL166851
BRD-K04993501	CHEMBL427069
BRD-K05004643	CHEMBL2360439
BRD-K05004643	CHEMBL3734234
BRD-K05087650	CHEMBL2355976
BRD-K05098996	CHEMBL2142934
BRD-K05104363	CHEMBL105442
BRD-K05104363	CHEMBL780836
BRD-K05111602	CHEMBL1315384
BRD-K05151076	CHEMBL184074
BRD-K05151076	CHEMBL836302
BRD-K05153001	CHEMBL1493396
BRD-K05153001	CHEMBL3061061
BRD-K05181084	CHEMBL300780
BRD-K05181084	CHEMBL706235
BRD-K05181463	CHEMBL3393010
BRD-K05181463	CHEMBL445102
BRD-K05181463	CHEMBL878457
BRD-K05197617	CHEMBL1493302
BRD-K05197617	CHEMBL3060700
BRD-K05236810	CHEMBL1138614
BRD-K05236810	CHEMBL151
BRD-K05236810	CHEMBL654707
BRD-K05278519	CHEMBL2357518
BRD-K05278519	CHEMBL3707939
BRD-K05323277	CHEMBL1703529
BRD-K05323277	CHEMBL2792827
BRD-K05326558	CHEMBL1331314
BRD-K05326558	CHEMBL1805977
BRD-K05331696	CHEMBL1473985
BRD-K05359840	CHEMBL1436389
BRD-K05359840	CHEMBL2169419
BRD-K05361803	CHEMBL1397913
BRD-K05361803	CHEMBL2039241
BRD-K05387676	CHEMBL2143984
BRD-K05395900	CHEMBL1125997
BRD-K05395900	CHEMBL227
BRD-K05395900	CHEMBL3
BRD-K05395900	CHEMBL3307342
BRD-K05395900	CHEMBL3987824
BRD-K05395900	CHEMBL615340
BRD-K05396879	CHEMBL482477
BRD-K05396879	CHEMBL944576
BRD-K05402890	CHEMBL252387
BRD-K05402890	CHEMBL912327
BRD-K05433219	CHEMBL1495541
BRD-K05433219	CHEMBL3057311
BRD-K05434375	CHEMBL143054
BRD-K05456756	CHEMBL1595691
BRD-K05456756	CHEMBL2881576
BRD-K05464208	CHEMBL1450144
BRD-K05464208	CHEMBL2186153
BRD-K05485208	CHEMBL402915
BRD-K05485208	CHEMBL909922
BRD-K05496005	CHEMBL3559809
BRD-K05528470	CHEMBL1130524
BRD-K05528470	CHEMBL267014
BRD-K05528470	CHEMBL617191
BRD-K05542495	CHEMBL1433387
BRD-K05542495	CHEMBL2160766
BRD-K05563014	CHEMBL1878518
BRD-K05563014	CHEMBL3009612
BRD-K05566481	CHEMBL2220754
BRD-K05566481	CHEMBL3372143
BRD-K05620072	CHEMBL3183018
BRD-K05620072	CHEMBL4022338
BRD-K05639119	CHEMBL2354737
BRD-K05653692	CHEMBL1157812
BRD-K05653692	CHEMBL416418
BRD-K05653692	CHEMBL664515
BRD-K05658747	CHEMBL254316
BRD-K05658747	CHEMBL855977
BRD-K05673000	CHEMBL3124884
BRD-K05673000	CHEMBL687806
BRD-K05673000	CHEMBL893
BRD-K05710256	CHEMBL2359486
BRD-K05710256	CHEMBL3721073
BRD-K05737787	CHEMBL1371435
BRD-K05737787	CHEMBL1937175
BRD-K05775306	CHEMBL1623048
BRD-K05775306	CHEMBL2821847
BRD-K05804044	CHEMBL2144069
BRD-K05831461	CHEMBL174357
BRD-K05851096	CHEMBL3211099
BRD-K05851096	CHEMBL4051372
BRD-K05885800	CHEMBL3560238
BRD-K05901394	CHEMBL1480516
BRD-K05901394	CHEMBL3064485
BRD-K05906022	CHEMBL517449
BRD-K05906022	CHEMBL930618
BRD-K05922103	CHEMBL2203528
BRD-K05922103	CHEMBL3371693
BRD-K05977355	CHEMBL106
BRD-K05977355	CHEMBL1129460
BRD-K05977355	CHEMBL630599
BRD-K05977823	CHEMBL1436543
BRD-K05977823	CHEMBL2166414
BRD-K05979026	CHEMBL1629956
BRD-K05979026	CHEMBL2813052
BRD-K06009608	CHEMBL2137729
BRD-K06014311	CHEMBL1327247
BRD-K06014311	CHEMBL1787068
BRD-K06020002	CHEMBL1709314
BRD-K06020002	CHEMBL2789034
BRD-K06080977	CHEMBL458328
BRD-K06080977	CHEMBL947672
BRD-K06096379	CHEMBL2360745
BRD-K06096379	CHEMBL3738367
BRD-K06147391	CHEMBL253978
BRD-K06159959	CHEMBL1141041
BRD-K06159959	CHEMBL25599
BRD-K06159959	CHEMBL3981
BRD-K06159959	CHEMBL641297
BRD-K06180729	CHEMBL1905692
BRD-K06180729	CHEMBL2949231
BRD-K06181161	CHEMBL727293
BRD-K06181161	CHEMBL73234
BRD-K06191433	CHEMBL3190730
BRD-K06191433	CHEMBL4030298
BRD-K06198550	CHEMBL1130671
BRD-K06198550	CHEMBL3987671
BRD-K06198550	CHEMBL7941
BRD-K06198550	CHEMBL857984
BRD-K06206016	CHEMBL1898010
BRD-K06206016	CHEMBL3030308
BRD-K06208435	CHEMBL1329438
BRD-K06208435	CHEMBL1799583
BRD-K06217810	CHEMBL1474834
BRD-K06221026	CHEMBL2150921
BRD-K06221026	CHEMBL42485
BRD-K06221026	CHEMBL682973
BRD-K06234293	CHEMBL261454
BRD-K06234293	CHEMBL915224
BRD-K06311439	CHEMBL1863653
BRD-K06311439	CHEMBL2933486
BRD-K06335600	CHEMBL1079
BRD-K06335600	CHEMBL748360
BRD-K06361641	CHEMBL3561653
BRD-K06388322	CHEMBL301265
BRD-K06388322	CHEMBL698870
BRD-K06421369	CHEMBL3561243
BRD-K06426971	CHEMBL1926622
BRD-K06426971	CHEMBL290904
BRD-K06426971	CHEMBL671753
BRD-K06432680	CHEMBL1095486
BRD-K06432680	CHEMBL1107356
BRD-K06450282	CHEMBL2135544
BRD-K06467078	CHEMBL1155767
BRD-K06467078	CHEMBL31410
BRD-K06467078	CHEMBL653808
BRD-K06476055	CHEMBL1710685
BRD-K06476055	CHEMBL2781345
BRD-K06499413	CHEMBL2361739
BRD-K06499413	CHEMBL3737725
BRD-K06543683	CHEMBL1126386
BRD-K06543683	CHEMBL1820
BRD-K06543683	CHEMBL3307424
BRD-K06543683	CHEMBL615247
BRD-K06543683	CHEMBL6291
BRD-K06555716	CHEMBL1704797
BRD-K06555716	CHEMBL2791058
BRD-K06557128	CHEMBL638
BRD-K06557128	CHEMBL639873
BRD-K06568278	CHEMBL1903773
BRD-K06568278	CHEMBL2952018
BRD-K06569345	CHEMBL3392893
BRD-K06593056	CHEMBL37708
BRD-K06593056	CHEMBL663865
BRD-K06623064	CHEMBL2362396
BRD-K06623064	CHEMBL3738657
BRD-K06652922	CHEMBL1702427
BRD-K06652922	CHEMBL2896820
BRD-K06666320	CHEMBL1359848
BRD-K06692906	CHEMBL253570
BRD-K06712146	CHEMBL1356775
BRD-K06725649	CHEMBL3185727
BRD-K06725649	CHEMBL4025161
BRD-K06748700	CHEMBL1520143
BRD-K06748700	CHEMBL2340928
BRD-K06750613	CHEMBL3544966
BRD-K06753942	CHEMBL726206
BRD-K06753942	CHEMBL76447
BRD-K06765193	CHEMBL117966
BRD-K06765193	CHEMBL798346
BRD-K06792661	CHEMBL766854
BRD-K06792661	CHEMBL98745
BRD-K06800040	CHEMBL1505945
BRD-K06800040	CHEMBL3074449
BRD-K06817181	CHEMBL1013225
BRD-K06817181	CHEMBL444236
BRD-K06854232	CHEMBL69367
BRD-K06854232	CHEMBL717474
BRD-K06878038	CHEMBL70927
BRD-K06878038	CHEMBL720513
BRD-K06890060	CHEMBL465952
BRD-K06890060	CHEMBL924500
BRD-K06895174	CHEMBL560739
BRD-K06895174	CHEMBL958190
BRD-K06897051	CHEMBL2360376
BRD-K06897051	CHEMBL3734133
BRD-K06902185	CHEMBL1157864
BRD-K06902185	CHEMBL662254
BRD-K06902185	CHEMBL802
BRD-K06926592	CHEMBL1235644
BRD-K06926592	CHEMBL1633054
BRD-K06956503	CHEMBL1433325
BRD-K06956503	CHEMBL2160405
BRD-K06980535	CHEMBL1135391
BRD-K06980535	CHEMBL564
BRD-K06980535	CHEMBL629082
BRD-K07005393	CHEMBL2355034
BRD-K07079548	CHEMBL318111
BRD-K07079548	CHEMBL759170
BRD-K07101857	CHEMBL1526962
BRD-K07101857	CHEMBL2353982
BRD-K07117950	CHEMBL453805
BRD-K07117950	CHEMBL893151
BRD-K07161233	CHEMBL1505372
BRD-K07161233	CHEMBL3070904
BRD-K07208025	CHEMBL1128653
BRD-K07208025	CHEMBL22
BRD-K07208025	CHEMBL3308710
BRD-K07208025	CHEMBL616168
BRD-K07212038	CHEMBL457257
BRD-K07212038	CHEMBL946835
BRD-K07220430	CHEMBL43064
BRD-K07220430	CHEMBL676239
BRD-K07223205	CHEMBL614628
BRD-K07223205	CHEMBL692899
BRD-K07223205	CHEMBL909
BRD-K07237224	CHEMBL745912
BRD-K07237224	CHEMBL86304
BRD-K07259155	CHEMBL1437083
BRD-K07259155	CHEMBL2169700
BRD-K07265709	CHEMBL1029107
BRD-K07265709	CHEMBL1738
BRD-K07298554	CHEMBL2131775
BRD-K07303502	CHEMBL1140771
BRD-K07303502	CHEMBL281211
BRD-K07303502	CHEMBL649648
BRD-K07325606	CHEMBL1224512
BRD-K07325606	CHEMBL1634577
BRD-K07339740	CHEMBL2354536
BRD-K07378992	CHEMBL3560151
BRD-K07381195	CHEMBL1901218
BRD-K07381195	CHEMBL3028437
BRD-K07390541	CHEMBL254436
BRD-K07390541	CHEMBL912957
BRD-K07398339	CHEMBL1316316
BRD-K07398339	CHEMBL1764045
BRD-K07400331	CHEMBL3185277
BRD-K07400331	CHEMBL4024597
BRD-K07458582	CHEMBL3560667
BRD-K07472106	CHEMBL1719845
BRD-K07472106	CHEMBL2831233
BRD-K07489121	CHEMBL2355663
BRD-K07507905	CHEMBL284782
BRD-K07507905	CHEMBL646302
BRD-K07515761	CHEMBL2133358
BRD-K07530279	CHEMBL1708923
BRD-K07530279	CHEMBL2789943
BRD-K07572174	CHEMBL1137419
BRD-K07572174	CHEMBL140
BRD-K07572174	CHEMBL644865
BRD-K07612980	CHEMBL2146383
BRD-K07612980	CHEMBL676655
BRD-K07612980	CHEMBL850
BRD-K07653295	CHEMBL1877560
BRD-K07653295	CHEMBL3006760
BRD-K07668032	CHEMBL1410859
BRD-K07668032	CHEMBL2072952
BRD-K07691486	CHEMBL1130257
BRD-K07691486	CHEMBL14762
BRD-K07691486	CHEMBL626480
BRD-K07736136	CHEMBL1090090
BRD-K07736136	CHEMBL1115811
BRD-K07762753	CHEMBL1138067
BRD-K07762753	CHEMBL286721
BRD-K07762753	CHEMBL644656
BRD-K07790824	CHEMBL2133214
BRD-K07833219	CHEMBL3186168
BRD-K07833219	CHEMBL4025602
BRD-K07859598	CHEMBL72365
BRD-K07859598	CHEMBL725286
BRD-K07872006	CHEMBL1271220
BRD-K07872006	CHEMBL1653782
BRD-K07881060	CHEMBL2138567
BRD-K07881437	CHEMBL402548
BRD-K07881437	CHEMBL905681
BRD-K07888196	CHEMBL56393
BRD-K07888196	CHEMBL695433
BRD-K07935321	CHEMBL3561649
BRD-K07967120	CHEMBL2359916
BRD-K07967120	CHEMBL3734211
BRD-K07995125	CHEMBL1900518
BRD-K07995125	CHEMBL3030468
BRD-K07996107	CHEMBL516702
BRD-K07996107	CHEMBL934084
BRD-K08037784	CHEMBL232202
BRD-K08041211	CHEMBL2357246
BRD-K08109516	CHEMBL1150326
BRD-K08109516	CHEMBL31741
BRD-K08109516	CHEMBL659355
BRD-K08111712	CHEMBL130
BRD-K08111712	CHEMBL642489
BRD-K08115555	CHEMBL166486
BRD-K08174547	CHEMBL2136879
BRD-K08206212	CHEMBL645467
BRD-K08206212	CHEMBL713
BRD-K08219523	CHEMBL763497
BRD-K08219523	CHEMBL97450
BRD-K08227907	CHEMBL1944562
BRD-K08227907	CHEMBL40212
BRD-K08227907	CHEMBL872785
BRD-K08252256	CHEMBL139
BRD-K08252256	CHEMBL641961
BRD-K08273968	CHEMBL1134348
BRD-K08273968	CHEMBL562
BRD-K08273968	CHEMBL625752
BRD-K08287586	CHEMBL1035640
BRD-K08287586	CHEMBL459008
BRD-K08307026	CHEMBL2130568
BRD-K08316444	CHEMBL1130612
BRD-K08316444	CHEMBL429023
BRD-K08316444	CHEMBL875915
BRD-K08317416	CHEMBL2360603
BRD-K08317416	CHEMBL3737671
BRD-K08325710	CHEMBL2141666
BRD-K08327065	CHEMBL1384
BRD-K08327065	CHEMBL861600
BRD-K08340668	CHEMBL2358156
BRD-K08356259	CHEMBL312448
BRD-K08356259	CHEMBL727572
BRD-K08372451	CHEMBL3759921
BRD-K08377525	CHEMBL3182917
BRD-K08377525	CHEMBL4022237
BRD-K08417745	CHEMBL258148
BRD-K08417745	CHEMBL889178
BRD-K08428488	CHEMBL3186907
BRD-K08428488	CHEMBL4026341
BRD-K08438429	CHEMBL103769
BRD-K08438429	CHEMBL774938
BRD-K08451418	CHEMBL219899
BRD-K08463963	CHEMBL1342053
BRD-K08463963	CHEMBL1827953
BRD-K08478539	CHEMBL494325
BRD-K08478539	CHEMBL923539
BRD-K08486545	CHEMBL1064352
BRD-K08486545	CHEMBL1075788
BRD-K08502430	CHEMBL1761748
BRD-K08502430	CHEMBL2913334
BRD-K08525451	CHEMBL1806360
BRD-K08525451	CHEMBL37858
BRD-K08525451	CHEMBL671785
BRD-K08547377	CHEMBL1136469
BRD-K08547377	CHEMBL481
BRD-K08547377	CHEMBL621644
BRD-K08556791	CHEMBL1894994
BRD-K08556791	CHEMBL3034683
BRD-K08589866	CHEMBL3186197
BRD-K08589866	CHEMBL4025631
BRD-K08617930	CHEMBL2130935
BRD-K08619574	CHEMBL1069036
BRD-K08619574	CHEMBL609109
BRD-K08619838	CHEMBL1483237
BRD-K08619838	CHEMBL3067039
BRD-K08630646	CHEMBL1290246
BRD-K08630646	CHEMBL1670485
BRD-K08640512	CHEMBL56331
BRD-K08640512	CHEMBL696100
BRD-K08663380	CHEMBL3559806
BRD-K08681769	CHEMBL717613
BRD-K08681769	CHEMBL997
BRD-K08697762	CHEMBL1172402
BRD-K08697762	CHEMBL1219268
BRD-K08703257	CHEMBL736628
BRD-K08703257	CHEMBL81977
BRD-K08713111	CHEMBL1620644
BRD-K08713111	CHEMBL2820773
BRD-K08725381	CHEMBL3189056
BRD-K08725381	CHEMBL4028490
BRD-K08725721	CHEMBL2138898
BRD-K08799216	CHEMBL1066111
BRD-K08799216	CHEMBL607707
BRD-K08799912	CHEMBL1521474
BRD-K08799912	CHEMBL2341484
BRD-K08806317	CHEMBL1122970
BRD-K08806317	CHEMBL499
BRD-K08806317	CHEMBL622689
BRD-K08807999	CHEMBL374385
BRD-K08857385	CHEMBL1520057
BRD-K08857385	CHEMBL2339908
BRD-K08878345	CHEMBL1476029
BRD-K08878345	CHEMBL3062096
BRD-K08924299	CHEMBL1189679
BRD-K08924299	CHEMBL1251382
BRD-K08973992	CHEMBL1133935
BRD-K08973992	CHEMBL267476
BRD-K08973992	CHEMBL619846
BRD-K08996725	CHEMBL419296
BRD-K08996725	CHEMBL742319
BRD-K08998509	CHEMBL737635
BRD-K08998509	CHEMBL83894
BRD-K08999871	CHEMBL1139781
BRD-K08999871	CHEMBL30116
BRD-K08999871	CHEMBL651539
BRD-K09076022	CHEMBL2360978
BRD-K09076022	CHEMBL3736822
BRD-K09132007	CHEMBL410456
BRD-K09132007	CHEMBL918122
BRD-K09138889	CHEMBL1868233
BRD-K09138889	CHEMBL2977357
BRD-K09167509	CHEMBL2142494
BRD-K09191212	CHEMBL1608654
BRD-K09191212	CHEMBL2770392
BRD-K09231502	CHEMBL2132570
BRD-K09244864	CHEMBL3185040
BRD-K09244864	CHEMBL4024360
BRD-K09255212	CHEMBL1122579
BRD-K09255212	CHEMBL497
BRD-K09255212	CHEMBL619686
BRD-K09324395	CHEMBL1872769
BRD-K09324395	CHEMBL2968914
BRD-K09329774	CHEMBL2355193
BRD-K09397065	CHEMBL755655
BRD-K09397065	CHEMBL90472
BRD-K09407750	CHEMBL1875690
BRD-K09407750	CHEMBL2967195
BRD-K09416995	CHEMBL1124276
BRD-K09416995	CHEMBL503
BRD-K09416995	CHEMBL625365
BRD-K09423613	CHEMBL2360190
BRD-K09423613	CHEMBL3734514
BRD-K09471561	CHEMBL1129164
BRD-K09471561	CHEMBL33
BRD-K09471561	CHEMBL616768
BRD-K09485525	CHEMBL471728
BRD-K09485525	CHEMBL926121
BRD-K09497549	CHEMBL1056320
BRD-K09497549	CHEMBL578607
BRD-K09499853	CHEMBL1086377
BRD-K09499853	CHEMBL1120415
BRD-K09517037	CHEMBL1904552
BRD-K09517037	CHEMBL2950820
BRD-K09526594	CHEMBL2358923
BRD-K09537769	CHEMBL104468
BRD-K09537769	CHEMBL780910
BRD-K09549677	CHEMBL2321823
BRD-K09549677	CHEMBL45816
BRD-K09549677	CHEMBL680238
BRD-K09557221	CHEMBL189676
BRD-K09602097	CHEMBL52606
BRD-K09602097	CHEMBL690021
BRD-K09613355	CHEMBL2140815
BRD-K09623383	CHEMBL2358058
BRD-K09623383	CHEMBL3707930
BRD-K09631521	CHEMBL645008
BRD-K09631521	CHEMBL671
BRD-K09635314	CHEMBL1394135
BRD-K09635314	CHEMBL2033547
BRD-K09638361	CHEMBL489156
BRD-K09638361	CHEMBL948531
BRD-K09661167	CHEMBL1568897
BRD-K09661167	CHEMBL2443930
BRD-K09668667	CHEMBL1155690
BRD-K09668667	CHEMBL31184
BRD-K09668667	CHEMBL653665
BRD-K09703570	CHEMBL2138407
BRD-K09716788	CHEMBL1724234
BRD-K09716788	CHEMBL2835576
BRD-K09778810	CHEMBL1075551
BRD-K09778810	CHEMBL3886981
BRD-K09778810	CHEMBL63154
BRD-K09778810	CHEMBL713879
BRD-K09784055	CHEMBL1371125
BRD-K09784055	CHEMBL1936389
BRD-K09854848	CHEMBL3184547
BRD-K09854848	CHEMBL4023867
BRD-K09859624	CHEMBL1201264
BRD-K09859624	CHEMBL1273136
BRD-K09900591	CHEMBL1140479
BRD-K09900591	CHEMBL145
BRD-K09900591	CHEMBL651187
BRD-K09902564	CHEMBL2057216
BRD-K09902564	CHEMBL3271832
BRD-K09922072	CHEMBL1316334
BRD-K09922072	CHEMBL1764063
BRD-K09951645	CHEMBL2028663
BRD-K09951645	CHEMBL3253124
BRD-K09963420	CHEMBL114
BRD-K09963420	CHEMBL1144935
BRD-K09963420	CHEMBL628745
BRD-K09964916	CHEMBL3183012
BRD-K09964916	CHEMBL4022332
BRD-K09991945	CHEMBL1667841
BRD-K09991945	CHEMBL288064
BRD-K09991945	CHEMBL667457
BRD-K10042277	CHEMBL2069196
BRD-K10042277	CHEMBL673839
BRD-K10042277	CHEMBL845
BRD-K10057859	CHEMBL1395980
BRD-K10057859	CHEMBL2034578
BRD-K10065684	CHEMBL3243960
BRD-K10065684	CHEMBL53418
BRD-K10065684	CHEMBL694071
BRD-K10098805	CHEMBL109266
BRD-K10098805	CHEMBL786572
BRD-K10176267	CHEMBL115225
BRD-K10176267	CHEMBL793761
BRD-K10177585	CHEMBL1625681
BRD-K10177585	CHEMBL2813306
BRD-K10207760	CHEMBL145347
BRD-K10232830	CHEMBL3188410
BRD-K10232830	CHEMBL4027844
BRD-K10283649	CHEMBL367501
BRD-K10314788	CHEMBL64545
BRD-K10314788	CHEMBL704315
BRD-K10361096	CHEMBL1555364
BRD-K10361096	CHEMBL2422366
BRD-K10372036	CHEMBL3185120
BRD-K10372036	CHEMBL4024440
BRD-K10405667	CHEMBL1360923
BRD-K10466330	CHEMBL2042025
BRD-K10466330	CHEMBL3266398
BRD-K10467831	CHEMBL2103774
BRD-K10486333	CHEMBL2135270
BRD-K10493820	CHEMBL3187170
BRD-K10493820	CHEMBL4026604
BRD-K10598093	CHEMBL100622
