lincs_id	chembl_id
BRD-K46532897	CHEMBL3109371
BRD-K46532897	CHEMBL3856639
BRD-K46555875	CHEMBL1884081
BRD-K46555875	CHEMBL3001834
BRD-K46556543	CHEMBL1616951
BRD-K46556543	CHEMBL2820102
BRD-K46558254	CHEMBL2361061
BRD-K46558254	CHEMBL3737189
BRD-K46585355	CHEMBL350343
BRD-K46625537	CHEMBL2358216
BRD-K46645809	CHEMBL1557298
BRD-K46645809	CHEMBL2427322
BRD-K46652470	CHEMBL2358532
BRD-K46652470	CHEMBL3707678
BRD-K46658587	CHEMBL2361927
BRD-K46658587	CHEMBL3738624
BRD-K46678324	CHEMBL169601
BRD-K46742498	CHEMBL1110
BRD-K46742498	CHEMBL761774
BRD-K46760727	CHEMBL1869767
BRD-K46760727	CHEMBL2975409
BRD-K46766488	CHEMBL1590266
BRD-K46766488	CHEMBL2889809
BRD-K46805185	CHEMBL1715984
BRD-K46805185	CHEMBL2785803
BRD-K46810582	CHEMBL2360847
BRD-K46810582	CHEMBL3738742
BRD-K46814258	CHEMBL2141022
BRD-K46836114	CHEMBL1014064
BRD-K46836114	CHEMBL484663
BRD-K46849651	CHEMBL1891771
BRD-K46849651	CHEMBL3036551
BRD-K46862739	CHEMBL698899
BRD-K46862739	CHEMBL934
BRD-K46869836	CHEMBL1088747
BRD-K46869836	CHEMBL1112281
BRD-K46918889	CHEMBL3758281
BRD-K46936109	CHEMBL2142739
BRD-K46937689	CHEMBL277474
BRD-K46937689	CHEMBL637376
BRD-K47014407	CHEMBL2140256
BRD-K47029922	CHEMBL1179
BRD-K47029922	CHEMBL878615
BRD-K47084999	CHEMBL1481930
BRD-K47084999	CHEMBL3053108
BRD-K47105409	CHEMBL56543
BRD-K47105409	CHEMBL856123
BRD-K47147974	CHEMBL1270311
BRD-K47147974	CHEMBL1666412
BRD-K47150025	CHEMBL178455
BRD-K47170156	CHEMBL3560928
BRD-K47192521	CHEMBL460026
BRD-K47192521	CHEMBL895549
BRD-K47207162	CHEMBL354646
BRD-K47278471	CHEMBL639505
BRD-K47278471	CHEMBL657
BRD-K47289124	CHEMBL2261102
BRD-K47289124	CHEMBL3430796
BRD-K47295867	CHEMBL2359873
BRD-K47295867	CHEMBL3721110
BRD-K47323024	CHEMBL1411979
BRD-K47323024	CHEMBL2076909
BRD-K47324077	CHEMBL1354816
BRD-K47328134	CHEMBL3039098
BRD-K47335880	CHEMBL17289
BRD-K47335880	CHEMBL629110
BRD-K47371343	CHEMBL2360752
BRD-K47371343	CHEMBL3738374
BRD-K47380281	CHEMBL2135050
BRD-K47407372	CHEMBL1413176
BRD-K47407372	CHEMBL2076145
BRD-K47448802	CHEMBL1609153
BRD-K47448802	CHEMBL2771322
BRD-K47463456	CHEMBL3560474
BRD-K47490989	CHEMBL1889570
BRD-K47490989	CHEMBL3003028
BRD-K47520858	CHEMBL1894002
BRD-K47520858	CHEMBL3032122
BRD-K47533800	CHEMBL3186940
BRD-K47533800	CHEMBL4026374
BRD-K47533918	CHEMBL2136392
BRD-K47539947	CHEMBL187734
BRD-K47539947	CHEMBL874783
BRD-K47570616	CHEMBL3185432
BRD-K47570616	CHEMBL4024866
BRD-K47598052	CHEMBL306380
BRD-K47598052	CHEMBL3091264
BRD-K47598052	CHEMBL717850
BRD-K47612243	CHEMBL2361643
BRD-K47612243	CHEMBL3737407
BRD-K47631482	CHEMBL253376
BRD-K47635719	CHEMBL1530428
BRD-K47635719	CHEMBL2354261
BRD-K47639036	CHEMBL1493
BRD-K47659338	CHEMBL364005
BRD-K47679368	CHEMBL1077
BRD-K47679368	CHEMBL748288
BRD-K47693913	CHEMBL1395597
BRD-K47693913	CHEMBL2033286
BRD-K47695085	CHEMBL1939080
BRD-K47717570	CHEMBL222519
BRD-K47761761	CHEMBL45244
BRD-K47761761	CHEMBL679665
BRD-K47780086	CHEMBL1540
BRD-K47780086	CHEMBL918699
BRD-K47832606	CHEMBL3244060
BRD-K47832606	CHEMBL690586
BRD-K47832606	CHEMBL917
BRD-K47869605	CHEMBL1134832
BRD-K47869605	CHEMBL61
BRD-K47869605	CHEMBL621011
BRD-K47878171	CHEMBL1788404
BRD-K47878171	CHEMBL2795531
BRD-K47886988	CHEMBL1126342
BRD-K47886988	CHEMBL1925
BRD-K47886988	CHEMBL3307370
BRD-K47886988	CHEMBL5
BRD-K47886988	CHEMBL615370
BRD-K47917680	CHEMBL1270915
BRD-K47917680	CHEMBL1655022
BRD-K47924474	CHEMBL2144889
BRD-K47936004	CHEMBL1371770
BRD-K47936004	CHEMBL1936084
BRD-K47943470	CHEMBL729918
BRD-K47943470	CHEMBL78257
BRD-K47983010	CHEMBL577784
BRD-K47992037	CHEMBL3560713
BRD-K48006774	CHEMBL3758251
BRD-K48059230	CHEMBL254777
BRD-K48059230	CHEMBL909034
BRD-K48112880	CHEMBL2363137
BRD-K48112880	CHEMBL3738527
BRD-K48115423	CHEMBL500351
BRD-K48115423	CHEMBL903637
BRD-K48116811	CHEMBL2132507
BRD-K48140215	CHEMBL2137612
BRD-K48165980	CHEMBL2145147
BRD-K48168960	CHEMBL1518
BRD-K48188942	CHEMBL2204239
BRD-K48188942	CHEMBL3373525
BRD-K48195008	CHEMBL1148509
BRD-K48195008	CHEMBL642206
BRD-K48195008	CHEMBL691
BRD-K48195969	CHEMBL3188942
BRD-K48195969	CHEMBL4028376
BRD-K48199208	CHEMBL10842
BRD-K48199208	CHEMBL1122701
BRD-K48199208	CHEMBL875283
BRD-K48199580	CHEMBL3561105
BRD-K48204702	CHEMBL1398144
BRD-K48204702	CHEMBL2040191
BRD-K48230737	CHEMBL2359557
BRD-K48230737	CHEMBL3721167
BRD-K48296029	CHEMBL3559878
BRD-K48300629	CHEMBL1158257
BRD-K48300629	CHEMBL750
BRD-K48300629	CHEMBL877260
BRD-K48311056	CHEMBL1434286
BRD-K48311056	CHEMBL2167456
BRD-K48336086	CHEMBL2361670
BRD-K48336086	CHEMBL3737434
BRD-K48367671	CHEMBL1164729
BRD-K48367671	CHEMBL1217347
BRD-K48374441	CHEMBL3182338
BRD-K48374441	CHEMBL4021658
BRD-K48427969	CHEMBL2130729
BRD-K48465004	CHEMBL1903737
BRD-K48465004	CHEMBL2951592
BRD-K48470486	CHEMBL1201195
BRD-K48470486	CHEMBL1273003
BRD-K48488978	CHEMBL2178735
BRD-K48488978	CHEMBL3381877
BRD-K48545167	CHEMBL2358698
BRD-K48576794	CHEMBL1545480
BRD-K48576794	CHEMBL2405387
BRD-K48578705	CHEMBL1133196
BRD-K48578705	CHEMBL459
BRD-K48578705	CHEMBL620580
BRD-K48582996	CHEMBL3187157
BRD-K48582996	CHEMBL4026591
BRD-K48617017	CHEMBL218490
BRD-K48654774	CHEMBL3184181
BRD-K48654774	CHEMBL4023501
BRD-K48692744	CHEMBL123904
BRD-K48692744	CHEMBL810920
BRD-K48703351	CHEMBL2142935
BRD-K48716658	CHEMBL1504443
BRD-K48716658	CHEMBL3072422
BRD-K48722258	CHEMBL126075
BRD-K48722258	CHEMBL810101
BRD-K48722833	CHEMBL1130040
BRD-K48722833	CHEMBL14376
BRD-K48722833	CHEMBL622335
BRD-K48735772	CHEMBL53753
BRD-K48735772	CHEMBL696138
BRD-K48753787	CHEMBL2357302
BRD-K48803730	CHEMBL2134189
BRD-K48823327	CHEMBL1393097
BRD-K48823327	CHEMBL2026426
BRD-K48844671	CHEMBL2426168
BRD-K48844671	CHEMBL3811366
BRD-K48864121	CHEMBL3561177
BRD-K48869804	CHEMBL258405
BRD-K48869804	CHEMBL912606
BRD-K48923948	CHEMBL3932464
BRD-K48932581	CHEMBL1187445
BRD-K48932581	CHEMBL1252855
BRD-K48935217	CHEMBL873305
BRD-K48935217	CHEMBL94657
BRD-K48950795	CHEMBL2133868
BRD-K48969316	CHEMBL1552969
BRD-K48969316	CHEMBL2417344
BRD-K48970916	CHEMBL1479
BRD-K48974000	CHEMBL400144
BRD-K48974000	CHEMBL911307
BRD-K49010888	CHEMBL2141330
BRD-K49027941	CHEMBL1134815
BRD-K49027941	CHEMBL619816
BRD-K49027941	CHEMBL8565
BRD-K49049886	CHEMBL16687
BRD-K49049886	CHEMBL632417
BRD-K49060658	CHEMBL452630
BRD-K49060658	CHEMBL894158
BRD-K49061529	CHEMBL454606
BRD-K49061529	CHEMBL899615
BRD-K49071277	CHEMBL303062
BRD-K49071277	CHEMBL3621175
BRD-K49071277	CHEMBL702995
BRD-K49075727	CHEMBL1006633
BRD-K49075727	CHEMBL502835
BRD-K49094915	CHEMBL1436973
BRD-K49094915	CHEMBL2168990
BRD-K49111258	CHEMBL1125985
BRD-K49111258	CHEMBL2
BRD-K49111258	CHEMBL2075
BRD-K49111258	CHEMBL3307326
BRD-K49111258	CHEMBL615276
BRD-K49119234	CHEMBL1413406
BRD-K49119234	CHEMBL2075379
BRD-K49166646	CHEMBL3185492
BRD-K49166646	CHEMBL4024926
BRD-K49181186	CHEMBL1794251
BRD-K49181186	CHEMBL2961315
BRD-K49237419	CHEMBL1703200
BRD-K49237419	CHEMBL2794668
BRD-K49294207	CHEMBL1358485
BRD-K49328571	CHEMBL1421
BRD-K49333142	CHEMBL3182386
BRD-K49333142	CHEMBL4021706
BRD-K49333293	CHEMBL3185666
BRD-K49333293	CHEMBL4025100
BRD-K49371609	CHEMBL393525
BRD-K49371609	CHEMBL911530
BRD-K49372556	CHEMBL259972
BRD-K49372556	CHEMBL917174
BRD-K49384696	CHEMBL1447
BRD-K49403449	CHEMBL2355862
BRD-K49404994	CHEMBL1286
BRD-K49434056	CHEMBL2356697
BRD-K49441594	CHEMBL3560595
BRD-K49457424	CHEMBL2144596
BRD-K49468759	CHEMBL527026
BRD-K49468759	CHEMBL979784
BRD-K49477212	CHEMBL2058221
BRD-K49477212	CHEMBL3280115
BRD-K49481516	CHEMBL639514
BRD-K49481516	CHEMBL659
BRD-K49519092	CHEMBL734414
BRD-K49519092	CHEMBL82298
BRD-K49519144	CHEMBL375611
BRD-K49525301	CHEMBL2136166
BRD-K49534870	CHEMBL3560659
BRD-K49562544	CHEMBL1494727
BRD-K49562544	CHEMBL3083552
BRD-K49630153	CHEMBL1394132
BRD-K49630153	CHEMBL2033544
BRD-K49657628	CHEMBL732563
BRD-K49657628	CHEMBL76904
BRD-K49668410	CHEMBL1741
BRD-K49669041	CHEMBL3916849
BRD-K49669424	CHEMBL1199080
BRD-K49669424	CHEMBL1268376
BRD-K49671696	CHEMBL1132884
BRD-K49671696	CHEMBL51
BRD-K49671696	CHEMBL620818
BRD-K49676673	CHEMBL2136088
BRD-K49685476	CHEMBL1126061
BRD-K49685476	CHEMBL275311
BRD-K49685476	CHEMBL3751
BRD-K49685476	CHEMBL624799
BRD-K49712247	CHEMBL560906
BRD-K49712247	CHEMBL956526
BRD-K49759007	CHEMBL1526434
BRD-K49759007	CHEMBL2350230
BRD-K49791723	CHEMBL1717802
BRD-K49791723	CHEMBL2834289
BRD-K49797414	CHEMBL2355391
BRD-K49807096	CHEMBL2016570
BRD-K49807096	CHEMBL672553
BRD-K49807096	CHEMBL838
BRD-K49807497	CHEMBL1733975
BRD-K49807497	CHEMBL2873719
BRD-K49810818	CHEMBL164433
BRD-K49861754	CHEMBL1459294
BRD-K49861754	CHEMBL2212104
BRD-K49865102	CHEMBL507361
BRD-K49865102	CHEMBL902382
BRD-K49890030	CHEMBL3045769
BRD-K49890030	CHEMBL44793
BRD-K49890030	CHEMBL679726
BRD-K49934959	CHEMBL1863570
BRD-K49934959	CHEMBL2932259
BRD-K49945136	CHEMBL1157684
BRD-K49945136	CHEMBL33884
BRD-K49945136	CHEMBL663004
BRD-K49955466	CHEMBL3561429
BRD-K49967178	CHEMBL1729182
BRD-K49967178	CHEMBL2827281
BRD-K49988102	CHEMBL3188568
BRD-K49988102	CHEMBL4028002
BRD-K50018155	CHEMBL739842
BRD-K50018155	CHEMBL83899
BRD-K50112803	CHEMBL2132787
BRD-K50128260	CHEMBL192
BRD-K50133271	CHEMBL121626
BRD-K50133271	CHEMBL806563
BRD-K50135270	CHEMBL1147111
BRD-K50135270	CHEMBL26320
BRD-K50135270	CHEMBL648284
BRD-K50135923	CHEMBL1865934
BRD-K50135923	CHEMBL2973542
BRD-K50140147	CHEMBL509032
BRD-K50140147	CHEMBL896473
BRD-K50146767	CHEMBL3559996
BRD-K50160200	CHEMBL3560057
BRD-K50168500	CHEMBL1158995
BRD-K50168500	CHEMBL31965
BRD-K50168500	CHEMBL650214
BRD-K50195301	CHEMBL2357440
BRD-K50199947	CHEMBL213100
BRD-K50214219	CHEMBL338790
BRD-K50214219	CHEMBL808705
BRD-K50218580	CHEMBL1988197
BRD-K50234570	CHEMBL1552929
BRD-K50234570	CHEMBL2417293
BRD-K50282595	CHEMBL2355469
BRD-K50289629	CHEMBL1384214
BRD-K50289629	CHEMBL1961249
BRD-K50297939	CHEMBL1714725
BRD-K50297939	CHEMBL2787112
BRD-K50325075	CHEMBL1441661
BRD-K50360938	CHEMBL1606731
BRD-K50360938	CHEMBL2776185
BRD-K50384076	CHEMBL294878
BRD-K50384076	CHEMBL696000
BRD-K50387473	CHEMBL1673046
BRD-K50387473	CHEMBL2902682
BRD-K50388907	CHEMBL645895
BRD-K50388907	CHEMBL672
BRD-K50398167	CHEMBL1124764
BRD-K50398167	CHEMBL2527
BRD-K50398167	CHEMBL509
BRD-K50398167	CHEMBL623072
BRD-K50406511	CHEMBL22077
BRD-K50406511	CHEMBL640029
BRD-K50417881	CHEMBL1134219
BRD-K50417881	CHEMBL618250
BRD-K50417881	CHEMBL8946
BRD-K50422030	CHEMBL315795
BRD-K50422030	CHEMBL746866
BRD-K50464341	CHEMBL405686
BRD-K50464341	CHEMBL916383
BRD-K50495309	CHEMBL764830
BRD-K50495309	CHEMBL97771
BRD-K50532160	CHEMBL1029505
BRD-K50532160	CHEMBL568614
BRD-K50590187	CHEMBL294199
BRD-K50590187	CHEMBL3425416
BRD-K50590187	CHEMBL702290
BRD-K50660797	CHEMBL36327
BRD-K50660797	CHEMBL670000
BRD-K50711164	CHEMBL733843
BRD-K50711164	CHEMBL75967
BRD-K50720187	CHEMBL255044
BRD-K50746423	CHEMBL1090774
BRD-K50746423	CHEMBL1101844
BRD-K50776152	CHEMBL1489157
BRD-K50776152	CHEMBL3058969
BRD-K50836978	CHEMBL1147707
BRD-K50836978	CHEMBL23327
BRD-K50836978	CHEMBL646618
BRD-K50841342	CHEMBL3199475
BRD-K50841342	CHEMBL4039336
BRD-K50859149	CHEMBL1129890
BRD-K50859149	CHEMBL453
BRD-K50859149	CHEMBL617371
BRD-K50866992	CHEMBL56564
BRD-K50866992	CHEMBL699457
BRD-K50891186	CHEMBL294747
BRD-K50891186	CHEMBL3638798
BRD-K50891186	CHEMBL700174
BRD-K50907285	CHEMBL1707878
BRD-K50907285	CHEMBL2788022
BRD-K50938287	CHEMBL128
BRD-K50938287	CHEMBL637648
BRD-K50938786	CHEMBL1077896
BRD-K50938786	CHEMBL1102774
BRD-K50985433	CHEMBL1897091
BRD-K50985433	CHEMBL3028198
BRD-K51018020	CHEMBL478980
BRD-K51018020	CHEMBL949749
BRD-K51031805	CHEMBL2362330
BRD-K51031805	CHEMBL3738295
BRD-K51033547	CHEMBL4059722
BRD-K51047687	CHEMBL2139560
BRD-K51052187	CHEMBL2361456
BRD-K51052187	CHEMBL3738999
BRD-K51066026	CHEMBL1040057
BRD-K51066026	CHEMBL594707
BRD-K51095933	CHEMBL1016569
BRD-K51095933	CHEMBL494753
BRD-K51126483	CHEMBL1474508
BRD-K51140856	CHEMBL1032832
BRD-K51140856	CHEMBL566687
BRD-K51155404	CHEMBL1550983
BRD-K51155404	CHEMBL2411558
BRD-K51189903	CHEMBL1986318
BRD-K51207550	CHEMBL1441
BRD-K51267267	CHEMBL2357823
BRD-K51276371	CHEMBL306498
BRD-K51276371	CHEMBL734179
BRD-K51302260	CHEMBL1699039
BRD-K51302260	CHEMBL2898835
BRD-K51313569	CHEMBL189963
BRD-K51318897	CHEMBL1208716
BRD-K51318897	CHEMBL37161
BRD-K51318897	CHEMBL666130
BRD-K51320264	CHEMBL1400514
BRD-K51320264	CHEMBL2044837
BRD-K51350053	CHEMBL1005483
BRD-K51350053	CHEMBL1655
BRD-K51377689	CHEMBL1436077
BRD-K51377689	CHEMBL2167544
BRD-K51381937	CHEMBL2135232
BRD-K51443908	CHEMBL1894129
BRD-K51443908	CHEMBL3034210
BRD-K51454562	CHEMBL1965318
BRD-K51454562	CHEMBL3111084
BRD-K51465424	CHEMBL1138543
BRD-K51465424	CHEMBL653703
BRD-K51465424	CHEMBL785
BRD-K51471001	CHEMBL1201229
BRD-K51471001	CHEMBL1273037
BRD-K51471107	CHEMBL3184601
BRD-K51471107	CHEMBL4023921
BRD-K51485625	CHEMBL163
BRD-K51485625	CHEMBL698659
BRD-K51511759	CHEMBL2362745
BRD-K51511759	CHEMBL3737603
BRD-K51530321	CHEMBL2141202
BRD-K51538472	CHEMBL2355299
BRD-K51541829	CHEMBL305195
BRD-K51541829	CHEMBL716419
BRD-K51557114	CHEMBL161343
BRD-K51575138	CHEMBL257167
BRD-K51575138	CHEMBL912600
BRD-K51585944	CHEMBL2130547
BRD-K51608872	CHEMBL1412667
BRD-K51608872	CHEMBL2077188
BRD-K51643619	CHEMBL2356076
BRD-K51644197	CHEMBL487936
BRD-K51644197	CHEMBL944512
BRD-K51662849	CHEMBL19611
BRD-K51662849	CHEMBL632530
BRD-K51671335	CHEMBL1134206
BRD-K51671335	CHEMBL267044
BRD-K51671335	CHEMBL620967
BRD-K51677086	CHEMBL1200688
BRD-K51677086	CHEMBL1273786
BRD-K51704689	CHEMBL3758246
BRD-K51712294	CHEMBL2354729
BRD-K51730347	CHEMBL1373467
BRD-K51730347	CHEMBL1942927
BRD-K51745483	CHEMBL1406668
BRD-K51745483	CHEMBL2061364
BRD-K51751936	CHEMBL1874407
BRD-K51751936	CHEMBL2970911
BRD-K51757031	CHEMBL2354949
BRD-K51762600	CHEMBL2142943
BRD-K51781482	CHEMBL373751
BRD-K51781482	CHEMBL862879
BRD-K51791390	CHEMBL2142684
BRD-K51805276	CHEMBL1355821
BRD-K51816706	CHEMBL744971
BRD-K51816706	CHEMBL86755
BRD-K51896917	CHEMBL2181105
BRD-K51896917	CHEMBL3371624
BRD-K51916742	CHEMBL3560290
BRD-K51918615	CHEMBL1021025
BRD-K51918615	CHEMBL498770
BRD-K51941867	CHEMBL1158702
BRD-K51941867	CHEMBL285975
BRD-K51941867	CHEMBL657554
BRD-K51954117	CHEMBL2134537
BRD-K51966546	CHEMBL3759794
BRD-K51967704	CHEMBL1000309
BRD-K51967704	CHEMBL467399
BRD-K51973945	CHEMBL1480657
BRD-K51973945	CHEMBL3065130
BRD-K51980294	CHEMBL1414
BRD-K52020312	CHEMBL137
BRD-K52020312	CHEMBL642320
BRD-K52066901	CHEMBL2143684
BRD-K52075040	CHEMBL2311485
BRD-K52075040	CHEMBL45627
BRD-K52075040	CHEMBL873663
BRD-K52075715	CHEMBL1068179
BRD-K52075715	CHEMBL1087630
BRD-K52080565	CHEMBL1150243
BRD-K52080565	CHEMBL654667
BRD-K52080565	CHEMBL757
BRD-K52117630	CHEMBL2144072
BRD-K52136013	CHEMBL3560353
BRD-K52159901	CHEMBL2131431
BRD-K52163391	CHEMBL1574454
BRD-K52163391	CHEMBL2846632
BRD-K52172416	CHEMBL1399
BRD-K52219182	CHEMBL1485629
BRD-K52219182	CHEMBL3064683
BRD-K52240583	CHEMBL2132103
BRD-K52256627	CHEMBL1155343
BRD-K52256627	CHEMBL661820
BRD-K52256627	CHEMBL790
BRD-K52313696	CHEMBL235191
BRD-K52321331	CHEMBL1367741
BRD-K52321331	CHEMBL1930849
BRD-K52341396	CHEMBL2158272
BRD-K52394958	CHEMBL2110370
BRD-K52397688	CHEMBL1073535
BRD-K52397688	CHEMBL1079935
BRD-K52405437	CHEMBL1590762
BRD-K52405437	CHEMBL2889848
BRD-K52413350	CHEMBL3183291
BRD-K52413350	CHEMBL4022611
BRD-K52431530	CHEMBL1599033
BRD-K52431530	CHEMBL2884951
BRD-K52446745	CHEMBL2426181
BRD-K52446745	CHEMBL3811380
BRD-K52459643	CHEMBL1122529
BRD-K52459643	CHEMBL495
BRD-K52459643	CHEMBL618605
BRD-K52476750	CHEMBL2130699
BRD-K52512893	CHEMBL112816
BRD-K52512893	CHEMBL789355
BRD-K52522949	CHEMBL368036
BRD-K52524742	CHEMBL1703796
BRD-K52524742	CHEMBL2789627
BRD-K52536034	CHEMBL3560868
BRD-K52620403	CHEMBL1182777
BRD-K52620403	CHEMBL1245771
BRD-K52662033	CHEMBL1147637
BRD-K52662033	CHEMBL619498
BRD-K52662033	CHEMBL79
BRD-K52678950	CHEMBL119775
BRD-K52678950	CHEMBL858646
BRD-K52688277	CHEMBL3561270
BRD-K52695588	CHEMBL1888222
BRD-K52695588	CHEMBL3001675
BRD-K52721684	CHEMBL61723
BRD-K52721684	CHEMBL706060
BRD-K52735702	CHEMBL3186517
BRD-K52735702	CHEMBL4025951
BRD-K52751261	CHEMBL363648
BRD-K52751261	CHEMBL860459
BRD-K52756523	CHEMBL1237072
BRD-K52756523	CHEMBL1647450
BRD-K52785744	CHEMBL3561385
BRD-K52800308	CHEMBL764974
BRD-K52800308	CHEMBL98386
BRD-K52801121	CHEMBL1906588
BRD-K52801121	CHEMBL2950127
BRD-K52836380	CHEMBL1231132
BRD-K52836380	CHEMBL1637252
BRD-K52850071	CHEMBL473773
BRD-K52850071	CHEMBL941805
BRD-K52862624	CHEMBL2135317
BRD-K52911425	CHEMBL521851
BRD-K52911425	CHEMBL950058
BRD-K52914903	CHEMBL1705556
BRD-K52914903	CHEMBL2788339
BRD-K52930707	CHEMBL1668
BRD-K52930707	CHEMBL991193
BRD-K52947657	CHEMBL3186537
BRD-K52947657	CHEMBL4025971
BRD-K52960356	CHEMBL1589
BRD-K52960356	CHEMBL903261
BRD-K52989797	CHEMBL1128009
BRD-K52989797	CHEMBL3307911
BRD-K52989797	CHEMBL3833181
BRD-K52989797	CHEMBL415
BRD-K52989797	CHEMBL616039
BRD-K53011428	CHEMBL1722092
BRD-K53011428	CHEMBL2830474
BRD-K53032901	CHEMBL541018
BRD-K53032901	CHEMBL953895
BRD-K53061490	CHEMBL1124037
BRD-K53061490	CHEMBL11662
BRD-K53061490	CHEMBL626934
BRD-K53123955	CHEMBL152632
BRD-K53142391	CHEMBL1340492
BRD-K53142391	CHEMBL1820928
BRD-K53183074	CHEMBL3560450
BRD-K53185063	CHEMBL1890857
BRD-K53185063	CHEMBL3035664
BRD-K53220666	CHEMBL1697853
BRD-K53220666	CHEMBL2901852
BRD-K53226837	CHEMBL448864
BRD-K53226837	CHEMBL892869
BRD-K53249762	CHEMBL1129261
BRD-K53249762	CHEMBL13573
BRD-K53249762	CHEMBL631255
BRD-K53255530	CHEMBL2138884
BRD-K53263234	CHEMBL1027207
BRD-K53263234	CHEMBL458603
BRD-K53281329	CHEMBL1190711
BRD-K53281329	CHEMBL1260547
BRD-K53290343	CHEMBL2359016
BRD-K53290343	CHEMBL3707566
BRD-K53308430	CHEMBL2132717
BRD-K53318339	CHEMBL71752
BRD-K53318339	CHEMBL719032
BRD-K53331454	CHEMBL272343
BRD-K53331454	CHEMBL889440
BRD-K53335770	CHEMBL1735739
BRD-K53335770	CHEMBL2879362
BRD-K53397409	CHEMBL1129679
BRD-K53397409	CHEMBL541
BRD-K53397409	CHEMBL626586
BRD-K53414658	CHEMBL1289494
BRD-K53414658	CHEMBL1664126
BRD-K53423944	CHEMBL1325149
BRD-K53423944	CHEMBL1781818
BRD-K53437983	CHEMBL3183996
BRD-K53437983	CHEMBL4023316
BRD-K53445087	CHEMBL1882902
BRD-K53445087	CHEMBL3009072
BRD-K53461563	CHEMBL1717625
BRD-K53461563	CHEMBL2782242
BRD-K53472085	CHEMBL1978079
BRD-K53472085	CHEMBL3136786
BRD-K53523901	CHEMBL435734
BRD-K53545112	CHEMBL222418
BRD-K53549200	CHEMBL3561682
BRD-K53549851	CHEMBL2139543
BRD-K53561341	CHEMBL502124
BRD-K53561341	CHEMBL926698
BRD-K53566850	CHEMBL1325250
BRD-K53566850	CHEMBL1780731
BRD-K53570330	CHEMBL2086348
BRD-K53570330	CHEMBL416081
BRD-K53570330	CHEMBL673905
BRD-K53577657	CHEMBL2130884
BRD-K53579868	CHEMBL1699355
BRD-K53579868	CHEMBL2897514
BRD-K53594827	CHEMBL2354376
BRD-K53595844	CHEMBL1125725
BRD-K53595844	CHEMBL276850
BRD-K53595844	CHEMBL4135
BRD-K53595844	CHEMBL620463
BRD-K53610452	CHEMBL2143402
BRD-K53653395	CHEMBL237560
BRD-K53665955	CHEMBL3600873
BRD-K53669914	CHEMBL3561816
BRD-K53732802	CHEMBL1062933
BRD-K53732802	CHEMBL596289
BRD-K53737926	CHEMBL629
BRD-K53737926	CHEMBL632947
BRD-K53790871	CHEMBL1504
BRD-K53815609	CHEMBL1603968
BRD-K53815609	CHEMBL2776451
BRD-K53816294	CHEMBL1876193
BRD-K53816294	CHEMBL2969127
BRD-K53833301	CHEMBL1585267
BRD-K53833301	CHEMBL2838277
BRD-K53839527	CHEMBL2132796
BRD-K53857191	CHEMBL1122102
BRD-K53857191	CHEMBL627740
BRD-K53857191	CHEMBL85
BRD-K53873629	CHEMBL2354393
BRD-K53878242	CHEMBL307639
BRD-K53878242	CHEMBL721260
BRD-K53903639	CHEMBL1222381
BRD-K53903639	CHEMBL1613843
BRD-K53913732	CHEMBL1334465
BRD-K53913732	CHEMBL1811005
BRD-K53923665	CHEMBL1903707
BRD-K53923665	CHEMBL2951172
BRD-K53932786	CHEMBL1400196
BRD-K53932786	CHEMBL2043735
BRD-K53972329	CHEMBL1789941
BRD-K53972329	CHEMBL2924256
BRD-K53979406	CHEMBL180966
BRD-K53979406	CHEMBL830022
BRD-K53987533	CHEMBL1623055
BRD-K53987533	CHEMBL2821854
BRD-K54006094	CHEMBL1433762
BRD-K54006094	CHEMBL2168273
BRD-K54018158	CHEMBL1888755
BRD-K54018158	CHEMBL3003384
BRD-K54028654	CHEMBL1236395
BRD-K54028654	CHEMBL1648470
BRD-K54070802	CHEMBL1333250
BRD-K54070802	CHEMBL1803274
BRD-K54094468	CHEMBL22242
BRD-K54094468	CHEMBL639492
BRD-K54095730	CHEMBL235658
BRD-K54127914	CHEMBL3560920
BRD-K54142781	CHEMBL1128472
BRD-K54142781	CHEMBL13852
BRD-K54142781	CHEMBL630082
BRD-K54168141	CHEMBL1399528
BRD-K54168141	CHEMBL2046071
BRD-K54208592	CHEMBL2169761
BRD-K54208592	CHEMBL46917
BRD-K54208592	CHEMBL857092
BRD-K54210043	CHEMBL384903
BRD-K54211867	CHEMBL3186879
BRD-K54211867	CHEMBL4026313
BRD-K54233340	CHEMBL478629
BRD-K54233340	CHEMBL993636
BRD-K54256913	CHEMBL1976040
BRD-K54256913	CHEMBL3132296
BRD-K54262262	CHEMBL1388
BRD-K54263226	CHEMBL2355441
BRD-K54314721	CHEMBL1185
BRD-K54314721	CHEMBL801214
BRD-K54316499	CHEMBL1382
BRD-K54316499	CHEMBL883819
BRD-K54330070	CHEMBL278041
BRD-K54330070	CHEMBL639383
BRD-K54331210	CHEMBL461194
BRD-K54331210	CHEMBL938175
BRD-K54410116	CHEMBL3560175
BRD-K54411430	CHEMBL400777
BRD-K54416256	CHEMBL1515
BRD-K54462405	CHEMBL2169750
BRD-K54462405	CHEMBL674478
BRD-K54462405	CHEMBL860
BRD-K54470384	CHEMBL3902627
BRD-K54472332	CHEMBL204656
BRD-K54472332	CHEMBL869497
BRD-K54503842	CHEMBL1699166
BRD-K54503842	CHEMBL2901053
